,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
19394,Quercus garryana,42.703639,-123.813537,NA,2022-05-26T14:30,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19395,Quercus garryana,42.705332,-123.816906,NA,2022-05-26T14:35,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19396,Quercus garryana,45.600633,-121.635318,324,2022-06-29T13:54:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19397,Quercus garryana,45.701606,-121.707886,4,2022-06-02T16:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19398,Rubus ursinus,42.221997,-123.789026,7,2022-07-08T09:16:14,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19399,Quercus garryana,45.701564,-121.708817,4,2022-06-02T16:40,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19400,Quercus garryana,44.267587,-123.599112,NA,2022-07-22T19:54:33,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19401,Quercus garryana,45.701778,-121.709358,4,2022-06-02T16:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19402,Populus trichocarpa,45.166489,-122.156394,4,2022-07-12T14:09:16,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19403,Quercus garryana,44.26842,-123.620278,NA,2022-07-16T19:24:45,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19404,Quercus garryana,45.60451,-121.633335,9,2022-06-29T15:04:11,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19405,Thuja plicata,45.443916,-123.071449,4,2022-07-09T16:38:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19406,Rubus ursinus,44.507933,-121.977638,18,2022-07-12T11:32:40,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19407,Thuja plicata,45.518536,-122.714364,55,2022-07-20T12:11:26,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19408,Pinus ponderosa,43.409183,-121.188481,NA,2022-05-12T16:26,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19409,Thuja plicata,45.51742,-122.714777,5,2022-07-20T12:18:18,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19410,Quercus garryana,42.705079,-123.816278,NA,2022-05-26T14:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19411,Pinus ponderosa,44.45414,-117.639537,2,2022-07-13T12:42:29,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19412,Thuja plicata,44.731997,-123.152611,4,2022-07-04T14:39:15,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19413,Quercus garryana,45.4799,-122.815067,23,2022-06-29T12:09:21,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19414,Xerophyllum tenax,44.278133,-122.140197,5005,2022-07-06T14:17:58,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19415,Rubus ursinus,45.263335,-122.518124,27190,2022-07-06T12:35:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19416,Quercus garryana,42.140906,-122.510142,NA,2022-06-20T18:01:24,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19417,Rubus ursinus,45.392055,-122.638145,6,2022-07-10T17:13:29,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19418,Thuja plicata,43.650614,-122.677625,NA,2022-07-23T11:23:37,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19419,Rubus ursinus,45.317078,-122.660003,16,2022-07-07T16:35:29,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19420,Quercus garryana,42.709698,-123.790219,NA,2022-05-26T13:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19421,Xerophyllum tenax,41.929475,-123.151261,61,2022-06-30T18:01,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19422,Quercus garryana,44.554933,-123.275033,NA,2022-07-17T18:47:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19423,Quercus garryana,42.707375,-123.795289,4,2022-05-26T13:51,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19424,Quercus garryana,42.657764,-123.659692,4,2022-05-25T12:52,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19425,Xerophyllum tenax,45.401797,-121.774413,5,2022-07-10T13:18:27,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19426,Quercus garryana,44.600039,-123.068072,205,2022-07-06T11:28:54,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19427,Rubus ursinus,44.639196,-123.33864,9216,2022-07-13T12:04:20,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19428,Xerophyllum tenax,43.840256,-122.237737,300,2020-07-04T19:04:36,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19429,Pinus ponderosa,44.977533,-117.570448,2,2022-07-18T08:50:37,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19430,Thuja plicata,45.350192,-122.377053,4,2022-07-07T19:35:55,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19431,Quercus garryana,45.49895,-122.840217,NA,2016-11-14T12:28:10,2016,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19432,Xerophyllum tenax,45.531742,-122.088883,4,2022-07-16T17:33:12,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19433,Quercus garryana,42.708737,-123.785689,NA,2022-05-26T12:46,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19434,Quercus garryana,45.298095,-122.3508,6,2022-07-08T11:30:52,2022,HUMAN_OBSERVATION,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19435,Populus trichocarpa,45.485562,-122.650087,4,2022-04-23T08:40:17,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19436,Thuja plicata,45.669628,-122.367112,4,2021-09-24T11:01:08,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19437,Rubus ursinus,44.046847,-124.097917,4,2022-07-08T12:40:26,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19438,Pinus ponderosa,42.174347,-119.948077,NA,2022-05-13T16:31,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19439,Quercus garryana,42.709361,-123.787667,4,2022-05-26T12:50,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19440,Xerophyllum tenax,44.229205,-122.14405,1449,2022-07-23T14:39:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19441,Quercus garryana,45.600544,-121.635865,48,2022-06-29T14:02:19,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19442,Quercus garryana,45.600896,-121.635781,9,2022-06-29T14:16:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19443,Quercus garryana,44.04237,-123.105461,4,2022-06-23T18:09:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19444,Quercus garryana,45.600595,-121.635539,9,2022-06-29T13:58:55,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19445,Quercus garryana,42.715897,-123.882011,4,2022-05-27T11:23,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19446,Quercus garryana,42.703957,-123.801608,NA,2022-05-26T14:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19447,Quercus garryana,44.606425,-123.279839,24,2022-05-14T18:35,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19448,Quercus garryana,44.093682,-123.145696,7,2016-05-08T17:06,2016,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19449,Quercus garryana,44.596455,-123.273968,9,2022-07-18T18:31:43,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19450,Thuja plicata,43.023533,-123.291222,NA,2022-07-17T18:05:21,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19451,Pinus ponderosa,44.941298,-117.111042,3,2022-07-18T13:19:51,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19452,Rubus ursinus,44.02859,-122.90736,20,2022-07-08T12:26:56,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19453,Rubus ursinus,44.497362,-123.552154,9,2022-07-07T15:56:51,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19454,Xerophyllum tenax,43.574556,-122.193206,6,2022-07-20T17:24:38,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19455,Quercus garryana,42.657044,-123.661583,4,2022-05-25T12:58,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19456,Quercus garryana,44.98461,-123.537008,NA,2022-07-18T20:13:47,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19457,Xerophyllum tenax,44.426128,-121.848297,4,2022-07-19T19:53:23,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19458,Xerophyllum tenax,44.42577,-121.850358,5,2022-07-10T12:00:53,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19459,Quercus garryana,45.601459,-121.635632,9,2022-06-29T14:25:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19460,Rubus ursinus,45.108139,-121.78302,32,2022-07-20T13:52:38,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19461,Rubus ursinus,45.547158,-123.183521,7,2022-05-25T13:49:15,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19462,Pinus ponderosa,44.930855,-117.117397,3,2022-07-18T13:10:19,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19463,Pinus ponderosa,43.403857,-121.199491,NA,2022-05-13T08:56,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19464,Pinus ponderosa,44.994755,-117.08725,3,2022-07-18T14:57:13,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19465,Quercus garryana,42.683429,-123.731752,NA,2022-05-26T10:50,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19466,Xerophyllum tenax,44.203762,-122.114038,NA,2022-07-23T08:21,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19467,Quercus garryana,42.704611,-123.40278,7,2022-06-29T11:42:22,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19468,Thuja plicata,45.427177,-122.553547,493,2022-07-06T08:48,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19469,Populus trichocarpa,41.999284,-120.004238,6,2022-06-21T12:05:17,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19470,Quercus garryana,45.436858,-122.649338,12,2022-07-03T16:48:39,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19471,Quercus garryana,44.700581,-122.337753,6,2022-06-25T11:54,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19472,Quercus garryana,42.709711,-123.828308,4,2022-05-26T14:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19473,Rubus ursinus,45.434323,-122.645898,31,2022-07-08T12:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19474,Pinus ponderosa,45.009615,-117.346295,2,2022-07-03T14:08:49,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19475,Quercus garryana,42.709961,-123.835494,4,2022-05-26T15:12,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19476,Quercus garryana,44.963005,-123.261655,7,2022-07-05T13:43:34,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19477,Quercus garryana,45.317128,-122.660278,16,2022-07-07T16:39:12,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19478,Quercus garryana,45.435708,-122.648516,31,2022-07-08T12:13,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19479,Populus trichocarpa,45.482162,-122.651345,4,2022-04-23T08:59:31,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19480,Xerophyllum tenax,44.603312,-122.445739,NA,2022-07-04T13:56:56,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19481,Xerophyllum tenax,44.368089,-121.874881,NA,2017-07-08T11:19,2017,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19482,Quercus garryana,42.703658,-123.919419,4,2022-05-27T15:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19483,Xerophyllum tenax,44.403947,-122.158133,7,2022-07-06T10:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19484,Thuja plicata,45.499737,-122.703224,38,2022-07-07T12:43:38,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19485,Xerophyllum tenax,44.376931,-121.881444,NA,2017-07-08T10:45,2017,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19486,Quercus garryana,42.68005,-123.734712,18,2022-07-02T11:07:20,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19487,Quercus garryana,45.416187,-122.69908,16,2022-07-06T19:33:34,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19488,Quercus garryana,42.050169,-122.60382,9,2022-06-20T19:22:53,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19489,Quercus garryana,45.839795,-122.446424,8,2022-07-03T13:05,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19490,Xerophyllum tenax,44.510677,-123.556066,500,2022-07-03T15:24,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19491,Xerophyllum tenax,43.611449,-122.133714,184,2022-07-10T11:41:11,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19492,Rubus ursinus,44.509982,-123.56036,25,2022-07-03T14:26,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19493,Quercus garryana,42.050479,-123.620756,8,2022-07-01T10:35:20,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19494,Quercus garryana,45.498587,-122.841338,6,2022-07-07T11:33:12,2022,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19495,Rubus ursinus,44.417092,-121.754212,5,2022-06-23T13:29:28,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19496,Quercus garryana,45.422372,-122.561592,21,2022-07-11T09:15:20,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19497,Rubus ursinus,45.018054,-124.002217,5,2022-04-02T18:02:11Z,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19498,Quercus garryana,44.696658,-123.213967,4,2022-07-02T17:32,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19499,Xerophyllum tenax,44.489167,-123.543337,4,2022-06-27T20:09:37,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19500,Thuja plicata,45.433895,-122.645164,60,2022-06-29T09:47:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19501,Xerophyllum tenax,44.611355,-122.048233,16,2019-06-11T18:39:15,2019,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19502,Quercus garryana,44.901764,-123.111511,20,2022-06-05T12:53:07,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19503,Quercus garryana,45.280592,-121.342958,NA,2022-07-02T07:08,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19504,Pinus ponderosa,44.667817,-118.000213,2,2022-05-27T17:00:58,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19505,Rubus ursinus,44.006879,-122.980349,117,5/27/2022,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19506,Quercus garryana,44.576341,-123.327219,7,2022-05-27T12:26:57,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19507,Pinus ponderosa,44.93295,-116.963945,2,2022-06-10T11:16:44,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
19508,Quercus garryana,45.856536,-122.799876,37,2022-06-14T13:49:46,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
